,date,rainfall,temp
199,1999/7/18,0,28.5
200,1999/7/19,0,29
201,1999/7/20,0,29.2
202,1999/7/21,0,29
203,1999/7/22,1.4,28.6
204,1999/7/23,0,28.9
205,1999/7/24,0.1,28.8
206,1999/7/25,0,28.9
207,1999/7/26,0,28.8
208,1999/7/27,0,28.8
209,1999/7/28,2.3,29.1
210,1999/7/29,30.1,27.6
211,1999/7/30,18,27.6
212,1999/7/31,0.1,27.8
213,1999/8/1,0,28.5
214,1999/8/2,0,28.8
215,1999/8/3,0,28.8
216,1999/8/4,0,28.9
217,1999/8/5,23.9,27.7
218,1999/8/6,0,28.3
219,1999/8/7,5.5,28
220,1999/8/8,0,28
221,1999/8/9,0,28.6
222,1999/8/10,9,28.4
223,1999/8/11,0,27.7
224,1999/8/12,25,25.5
225,1999/8/13,0,27.5
226,1999/8/14,5.2,27.4
227,1999/8/15,0,26.5
228,1999/8/16,0,27.5
229,1999/8/17,1.1,27.6
230,1999/8/18,0,28
231,1999/8/19,28.6,27.4
232,1999/8/20,0,26.5
233,1999/8/21,27.8,27.3
234,1999/8/22,3.7,27.4
235,1999/8/23,13.5,27
236,1999/8/24,2,26.9
237,1999/8/25,42.4,25.3
238,1999/8/26,0,26.9
239,1999/8/27,0,28.3
240,1999/8/28,0,28.3
241,1999/8/29,16.3,25.6
242,1999/8/30,0,26.7
243,1999/8/31,0,27.5
244,1999/9/1,0,28.6
245,1999/9/2,0,28.3
246,1999/9/3,41.5,26.9
247,1999/9/4,14.3,26.9
248,1999/9/5,0,26.6
249,1999/9/6,0,28.3
250,1999/9/7,0,28.8
251,1999/9/8,0,28.9
252,1999/9/9,0.7,27.3
253,1999/9/10,2.3,26.9
254,1999/9/11,0,28.3
255,1999/9/12,0,28.5
256,1999/9/13,0,28.8
257,1999/9/14,0,28.5
258,1999/9/15,0,27.2
259,1999/9/16,0,28
260,1999/9/17,0,29.3
261,1999/9/18,0,28.7
262,1999/9/19,0.2,27.3
263,1999/9/20,0,28.4
264,1999/9/21,0,28.8
265,1999/9/22,0,28.8
266,1999/9/23,0.2,28.3
267,1999/9/24,0.2,28.4
268,1999/9/25,0.8,28.3
269,1999/9/26,31,27.4
270,1999/9/27,10.7,26.6
271,1999/9/28,1.7,27.5
272,1999/9/29,21.7,26.1
273,1999/9/30,0.6,26.6
274,1999/10/1,1.4,26.7
275,1999/10/2,6.2,27
276,1999/10/3,13.5,27.3
277,1999/10/4,6.1,26.4
278,1999/10/5,0,28
279,1999/10/6,0.2,27.7
280,1999/10/7,0,28.2
281,1999/10/8,0,27.9
282,1999/10/9,1.2,26.6
283,1999/10/10,0,26.8
284,1999/10/11,0.7,26.9
285,1999/10/12,4.3,26.1
286,1999/10/13,0,26.2
287,1999/10/14,0,28.1
288,1999/10/15,0.7,27.2
289,1999/10/16,0,28.1
290,1999/10/17,21.2,27.3
291,1999/10/18,32.8,28.3
292,1999/10/19,11,26.6
293,1999/10/20,0,28.4
294,1999/10/21,2.3,27.3
295,1999/10/22,1.7,27.6
296,1999/10/23,28.4,27.2
297,1999/10/24,9.8,27.6
298,1999/10/25,0.1,27.2
299,1999/10/26,0,28.1
300,1999/10/27,11.7,26.9
301,1999/10/28,27.3,25.5
302,1999/10/29,3.8,26.5
303,1999/10/30,20.6,25.8
304,1999/10/31,0,26.9
305,1999/11/1,10.6,28.1
306,1999/11/2,0.3,26.1
307,1999/11/3,0,28.8
308,1999/11/4,0,29.1
309,1999/11/5,0,29.3
310,1999/11/6,0,29.2
311,1999/11/7,0,28.1
312,1999/11/8,0.4,29.2
313,1999/11/9,0,27.9
314,1999/11/10,0,27.6
315,1999/11/11,0,27.1
316,1999/11/12,0.3,26.9
317,1999/11/13,2.9,26.3
318,1999/11/14,9.1,27.1
319,1999/11/15,29.1,25.4
320,1999/11/16,19.5,26.3
321,1999/11/17,20.1,25.8
322,1999/11/18,5,26.2
323,1999/11/19,16.3,26.3
324,1999/11/20,0,26
325,1999/11/21,39,27.1
326,1999/11/22,38.5,27.1
327,1999/11/23,34.4,26.5
328,1999/11/24,0.2,27.1
329,1999/11/25,4.9,27.3
330,1999/11/26,0,27.3
331,1999/11/27,0.3,27.7
332,1999/11/28,0,26.9
333,1999/11/29,10.2,27.3
334,1999/11/30,0.4,27.5
335,1999/12/1,8.6,26.7
336,1999/12/2,21.9,26.3
337,1999/12/3,44.7,26.2
338,1999/12/4,0,26.6
339,1999/12/5,44.8,28.1
340,1999/12/6,0.1,25.7
341,1999/12/7,0,28.1
342,1999/12/8,0,26.3
343,1999/12/9,8,25.8
344,1999/12/10,0,27.3
345,1999/12/11,76.9,26.3
346,1999/12/12,2.1,27.2
347,1999/12/13,0,28.2
348,1999/12/14,0,27.5
349,1999/12/15,0,27.9
350,1999/12/16,0,27.7
351,1999/12/17,3.3,27.2
352,1999/12/18,34.4,26.8
353,1999/12/19,64.6,25.6
354,1999/12/20,16.6,27.1
355,1999/12/21,3.5,25.6
356,1999/12/22,1.4,27.1
357,1999/12/23,4.7,26.7
358,1999/12/24,3.5,26.1
359,1999/12/25,0.3,26.4
360,1999/12/26,0,26.5
361,1999/12/27,0,26.6
362,1999/12/28,0,26.5
363,1999/12/29,0,26.4
364,1999/12/30,1.1,26.4
365,1999/12/31,0,27.4
366,2000/1/1,0,27.5
367,2000/1/2,0.2,27.5
368,2000/1/3,0,27.2
369,2000/1/4,0,27.8
370,2000/1/5,73.7,25.2
371,2000/1/6,0.4,25.1
372,2000/1/7,0,26.3
373,2000/1/8,0,27.6
374,2000/1/9,0,27.4
375,2000/1/10,6.7,25.2
376,2000/1/11,0.4,26.1
377,2000/1/12,5.4,26.8
378,2000/1/13,1.5,25
379,2000/1/14,0,26.8
380,2000/1/15,0,27
381,2000/1/16,0,26.6
382,2000/1/17,45,25.4
383,2000/1/18,0,26
384,2000/1/19,0,26.9
385,2000/1/20,0,27.1
386,2000/1/21,0,26.3
387,2000/1/22,0,26.5
388,2000/1/23,0,27
389,2000/1/24,4.2,26.2
390,2000/1/25,127.6,24.9
391,2000/1/26,0,25.9
392,2000/1/27,0,26.8
393,2000/1/28,2.3,26.1
394,2000/1/29,1.5,25.6
395,2000/1/30,5.6,25.6
396,2000/1/31,0.7,25.8
397,2000/2/1,11.5,25.3
398,2000/2/2,0.3,25.9
399,2000/2/3,1.3,26
400,2000/2/4,0,26.9
401,2000/2/5,0,26.5
402,2000/2/6,2,26.9
403,2000/2/7,13,26.9
404,2000/2/8,0,26.7
405,2000/2/9,0.3,26.7
406,2000/2/10,5.9,26
407,2000/2/11,0,26.8
408,2000/2/12,0,26.7
409,2000/2/13,34,26.6
410,2000/2/14,0,27.2
411,2000/2/15,0,27.7
412,2000/2/16,0,27.9
413,2000/2/17,0,27.5
414,2000/2/18,19.5,26.9
415,2000/2/19,13.8,26.2
416,2000/2/20,39.9,26.2
417,2000/2/21,23.9,25.8
418,2000/2/22,7.4,26
419,2000/2/23,2.3,26.2
420,2000/2/24,25,25.7
421,2000/2/25,9.2,25.2
422,2000/2/26,0,27
423,2000/2/27,23.8,26.6
424,2000/2/28,4.7,27
425,2000/2/29,0,27.7
426,2000/3/1,19.4,27.2
427,2000/3/2,12.7,27.8
428,2000/3/3,0,28
429,2000/3/4,0,27.8
430,2000/3/5,0,27.8
431,2000/3/6,0,27.8
432,2000/3/7,0,28
433,2000/3/8,0,28.7
434,2000/3/9,0.7,27.8
435,2000/3/10,0,28.2
436,2000/3/11,0.7,27.6
437,2000/3/12,5.8,26.1
438,2000/3/13,0,28.2
439,2000/3/14,30.6,26.4
440,2000/3/15,34.7,26.1
441,2000/3/16,24.8,26.8
442,2000/3/17,10.2,26.8
443,2000/3/18,37.9,26.3
444,2000/3/19,27.4,26.7
445,2000/3/20,0,26.9
446,2000/3/21,0,26.9
447,2000/3/22,1.4,25.9
448,2000/3/23,0,27.8
449,2000/3/24,0,27.4
450,2000/3/25,3.2,28
451,2000/3/26,0,26.7
452,2000/3/27,0,27.1
453,2000/3/28,24.7,26.7
454,2000/3/29,4.1,26.2
455,2000/3/30,0,27.2
456,2000/3/31,0,27.2
457,2000/4/1,0,27.5
458,2000/4/2,31.4,27.6
459,2000/4/3,5.7,28.1
460,2000/4/4,0.3,27.1
461,2000/4/5,2.4,26.9
462,2000/4/6,1.3,26.8
463,2000/4/7,0.4,28.2
464,2000/4/8,19.3,26.7
465,2000/4/9,14.3,27.2
466,2000/4/10,87.4,26.3
467,2000/4/11,0.5,26.7
468,2000/4/12,0,28.4
469,2000/4/13,0,29.1
470,2000/4/14,0,29.6
471,2000/4/15,0,29.3
472,2000/4/16,2.1,26.5
473,2000/4/17,45.1,26.2
474,2000/4/18,18.7,26.7
475,2000/4/19,0,27.8
476,2000/4/20,0,28
477,2000/4/21,0.1,27.4
478,2000/4/22,0,27.8
479,2000/4/23,0.8,28.1
480,2000/4/24,1.1,27.2
481,2000/4/25,0.4,27.2
482,2000/4/26,16.7,27.1
483,2000/4/27,59.7,26.3
484,2000/4/28,0.2,27.8
485,2000/4/29,0,28.6
486,2000/4/30,3.7,27.2
487,2000/5/1,0,27.9
488,2000/5/2,0.1,27.7
489,2000/5/3,36.7,26.9
490,2000/5/4,0.3,26.9
491,2000/5/5,1.5,27
492,2000/5/6,7.5,27.8
493,2000/5/7,0,28
494,2000/5/8,0.3,28.4
495,2000/5/9,0,29.1
496,2000/5/10,0,29.7
497,2000/5/11,0,28.6
498,2000/5/12,0,29.2
499,2000/5/13,0,29.2
500,2000/5/14,0,30
501,2000/5/15,13,30.5
502,2000/5/16,4,27.2
503,2000/5/17,0,29.1
504,2000/5/18,1.2,29.6
505,2000/5/19,0.1,28.6
506,2000/5/20,0,30
507,2000/5/21,0,30.2
508,2000/5/22,0,29.5
509,2000/5/23,0,29.1
510,2000/5/24,0,29.4
511,2000/5/25,23,28.3
512,2000/5/26,0,28.1
513,2000/5/27,9,28
514,2000/5/28,0,28.4
515,2000/5/29,0.1,28.4
516,2000/5/30,0,28.2
517,2000/5/31,0,28.4
518,2000/6/1,9.9,27.9
519,2000/6/2,0.6,27
520,2000/6/3,0,28.1
521,2000/6/4,2.8,29.1
522,2000/6/5,5.8,27.5
523,2000/6/6,6.1,26.3
524,2000/6/7,10.4,26
525,2000/6/8,0,27.4
526,2000/6/9,0,27
527,2000/6/10,0,28.6
528,2000/6/11,14.3,26.6
529,2000/6/12,0,27.9
530,2000/6/13,0,28.2
531,2000/6/14,0,28.5
532,2000/6/15,41.7,28.2
533,2000/6/16,0.5,26.9
534,2000/6/17,31.2,27.4
535,2000/6/18,3.7,27
536,2000/6/19,0,27.4
537,2000/6/20,3.8,27.4
538,2000/6/21,0,26.3
539,2000/6/22,0,28.1
540,2000/6/23,0.2,27.7
541,2000/6/24,0,28.1
542,2000/6/25,0.4,28.5
543,2000/6/26,0,28.7
544,2000/6/27,25.9,27.7
545,2000/6/28,0.2,27.8
546,2000/6/29,0,27.3
547,2000/6/30,0,28.2
548,2000/7/1,9.7,28.1
549,2000/7/2,0,28.2
550,2000/7/3,0.4,29.2
551,2000/7/4,19.1,28.5
552,2000/7/5,0.1,26.5
553,2000/7/6,0,29.2
554,2000/7/7,0,29.2
555,2000/7/8,0,29.1
556,2000/7/9,0,29
557,2000/7/10,0,29.1
558,2000/7/11,0,29.3
559,2000/7/12,0,28.7
560,2000/7/13,2.2,28.4
561,2000/7/14,0,29.1
562,2000/7/15,0,29.3
563,2000/7/16,0.4,28.8
564,2000/7/17,0,29.1
565,2000/7/18,0,28.4
566,2000/7/19,0.5,27.2
567,2000/7/20,0,28.5
568,2000/7/21,0,28.6
569,2000/7/22,6.2,27.3
570,2000/7/23,0.4,27.5
571,2000/7/24,34.6,26.2
572,2000/7/25,12.1,25.1
573,2000/7/26,0,26.7
574,2000/7/27,0,28
575,2000/7/28,0,28.2
576,2000/7/29,28.3,26.6
577,2000/7/30,0,27.5
578,2000/7/31,2.1,27.3
579,2000/8/1,4.2,26
580,2000/8/2,17.2,26.4
581,2000/8/3,1.3,26
582,2000/8/4,28.1,26.4
583,2000/8/5,0,26.3
584,2000/8/6,0,27.4
585,2000/8/7,4.3,27.7
586,2000/8/8,10.6,27.6
587,2000/8/9,0,26.8
588,2000/8/10,0.4,27.5
589,2000/8/11,13.8,27.2
590,2000/8/12,4,25.7
591,2000/8/13,1.4,27.9
592,2000/8/14,0,27.7
593,2000/8/15,12.8,27.3
594,2000/8/16,2,25
595,2000/8/17,0,27.8
596,2000/8/18,0.5,27.3
597,2000/8/19,0,28.4
598,2000/8/20,6.3,26.7
599,2000/8/21,0,27.8
600,2000/8/22,0,29.2
601,2000/8/23,0,28.6
602,2000/8/24,0,28.8
603,2000/8/25,0,29.4
604,2000/8/26,0.6,29.3
605,2000/8/27,2,27.1
606,2000/8/28,0,28.6
607,2000/8/29,0,29
608,2000/8/30,0.9,28.2
609,2000/8/31,3.1,28.7
610,2000/9/1,0,29.3
611,2000/9/2,0,29.5
612,2000/9/3,0,29.4
613,2000/9/4,3.2,27.1
614,2000/9/5,0,28.8
615,2000/9/6,0,29.1
616,2000/9/7,0,28.5
617,2000/9/8,0,27.9
618,2000/9/9,10,27
619,2000/9/10,0.9,27.7
620,2000/9/11,0,28.6
621,2000/9/12,0,28.9
622,2000/9/13,0,28.6
623,2000/9/14,0,28.3
624,2000/9/15,0,29.3
625,2000/9/16,0,29.1
626,2000/9/17,8.9,28.2
627,2000/9/18,1.2,26.3
628,2000/9/19,25.7,26.1
629,2000/9/20,18.5,27.2
630,2000/9/21,5.9,27.3
631,2000/9/22,0.6,28
632,2000/9/23,0,27
633,2000/9/24,0,28
634,2000/9/25,0,27.7
635,2000/9/26,0,27.8
636,2000/9/27,0,28.2
637,2000/9/28,5.2,27.8
638,2000/9/29,0.3,27.7
639,2000/9/30,0.7,27.4
640,2000/10/1,5.2,25.6
641,2000/10/2,9.9,25.7
642,2000/10/3,0,27.5
643,2000/10/4,8.4,27.2
644,2000/10/5,2,25.7
645,2000/10/6,0,27.3
646,2000/10/7,0.1,28.1
647,2000/10/8,25.2,28
648,2000/10/9,0,28.7
649,2000/10/10,0,28.6
650,2000/10/11,0,29
651,2000/10/12,0,28.9
652,2000/10/13,0,29
653,2000/10/14,0.2,28.5
654,2000/10/15,0,28.2
655,2000/10/16,0.1,28.1
656,2000/10/17,7.5,28.3
657,2000/10/18,0.4,28.8
658,2000/10/19,7.4,28.2
659,2000/10/20,1.8,27.2
660,2000/10/21,7.6,27.3
661,2000/10/22,0,27.8
662,2000/10/23,0.1,26.9
663,2000/10/24,38.3,26.8
664,2000/10/25,0,26.9
665,2000/10/26,0,28
666,2000/10/27,4.1,26.9
667,2000/10/28,0,27.9
668,2000/10/29,0,28
669,2000/10/30,2.6,29.2
670,2000/10/31,0,29.5
671,2000/11/1,6.4,28.3
672,2000/11/2,20,27.1
673,2000/11/3,0.4,27.3
674,2000/11/4,16.7,27.6
675,2000/11/5,0,27.2
676,2000/11/6,72,26.4
677,2000/11/7,0,26.6
678,2000/11/8,0.7,27.1
679,2000/11/9,12,27
680,2000/11/10,5.3,26.5
681,2000/11/11,0,26.9
682,2000/11/12,0.7,27.4
683,2000/11/13,6.8,27.3
684,2000/11/14,31.2,27.4
685,2000/11/15,57.4,27
686,2000/11/16,2.2,27.3
687,2000/11/17,0,28
688,2000/11/18,0,28.5
689,2000/11/19,50.1,26.9
690,2000/11/20,6.6,27
691,2000/11/21,0.1,27.1
692,2000/11/22,48.5,26.3
693,2000/11/23,8.4,26.4
694,2000/11/24,0,28.9
695,2000/11/25,0,28.9
696,2000/11/26,5.8,28.8
697,2000/11/27,21.2,27.4
698,2000/11/28,5.2,27.4
699,2000/11/29,0.1,26.7
700,2000/11/30,7.9,26.6
701,2000/12/1,0,27.9
702,2000/12/2,0.3,27.8
703,2000/12/3,0.6,27.7
704,2000/12/4,19.8,27.3
705,2000/12/5,23.8,26.4
706,2000/12/6,22,26.6
707,2000/12/7,13.3,27
708,2000/12/8,0,27.8
709,2000/12/9,0,28.3
710,2000/12/10,0,28.1
711,2000/12/11,22.2,26.5
712,2000/12/12,0,27.3
713,2000/12/13,0,27.8
714,2000/12/14,12.5,27.2
715,2000/12/15,45.8,25.8
716,2000/12/16,3.1,25.9
717,2000/12/17,0.2,26.5
718,2000/12/18,12,26.7
719,2000/12/19,0,26.7
720,2000/12/20,0,26.9
721,2000/12/21,13.4,26.8
722,2000/12/22,9,25.5
723,2000/12/23,13.6,25.1
724,2000/12/24,0.1,26.1
725,2000/12/25,0,27.2
726,2000/12/26,0,27.5
727,2000/12/27,0,27.6
728,2000/12/28,7.5,27.6
729,2000/12/29,16.3,26.6
730,2000/12/30,0.5,27.7
731,2000/12/31,0,26.7
732,2001/1/1,1,26.9
733,2001/1/2,0.4,25.4
734,2001/1/3,0,27
735,2001/1/4,4,25.2
736,2001/1/5,0,26.6
737,2001/1/6,22.4,26.5
738,2001/1/7,0.1,26.1
739,2001/1/8,19.9,26.6
740,2001/1/9,1.6,27.1
741,2001/1/10,0,27.3
742,2001/1/11,29.6,25.9
743,2001/1/12,16.4,26.4
744,2001/1/13,2.1,26.8
745,2001/1/14,46.4,26.9
746,2001/1/15,125.4,27.2
747,2001/1/16,96.9,23.6
748,2001/1/17,9.4,24.5
749,2001/1/18,0,26.6
750,2001/1/19,0.9,27.5
751,2001/1/20,0.6,25.9
752,2001/1/21,0,27.4
753,2001/1/22,4.8,26.9
754,2001/1/23,0,27.4
755,2001/1/24,10.3,27.3
756,2001/1/25,0,27.4
757,2001/1/26,0,27.9
758,2001/1/27,0.1,27.8
759,2001/1/28,2.4,27.5
760,2001/1/29,27.2,26.4
761,2001/1/30,2.9,25.8
762,2001/1/31,1,24.6
763,2001/2/1,0,26.2
764,2001/2/2,4.3,27.2
765,2001/2/3,0,27
766,2001/2/4,9,26.7
767,2001/2/5,0,26.3
768,2001/2/6,28.2,26.2
769,2001/2/7,0,27
770,2001/2/8,0,25.9
771,2001/2/9,21.3,25.7
772,2001/2/10,0,26.5
773,2001/2/11,0,27.4
774,2001/2/12,2.5,26.9
775,2001/2/13,0,27.2
776,2001/2/14,0,27.4
777,2001/2/15,0,27.6
778,2001/2/16,0,27.5
779,2001/2/17,0,27.1
780,2001/2/18,0.8,26.8
781,2001/2/19,3.5,27
782,2001/2/20,0.8,26.6
783,2001/2/21,11.5,26.9
784,2001/2/22,2.3,26.5
785,2001/2/23,0,27.2
786,2001/2/24,2.4,26.9
787,2001/2/25,0,27.7
788,2001/2/26,0,27.8
789,2001/2/27,0,28
790,2001/2/28,0,27.8
791,2001/3/1,0,27.8
792,2001/3/2,0,27.9
793,2001/3/3,0.2,27.6
794,2001/3/4,0.1,28.3
795,2001/3/5,0,27.4
796,2001/3/6,0,27.2
797,2001/3/7,0,27.4
798,2001/3/8,12,27.3
799,2001/3/9,0,26.6
800,2001/3/10,8.5,27.1
801,2001/3/11,2.1,27.4
802,2001/3/12,25,26.8
803,2001/3/13,0,27.2
804,2001/3/14,0,27.9
805,2001/3/15,9.6,27.7
806,2001/3/16,19.5,27.1
807,2001/3/17,33.1,27.2
808,2001/3/18,0.3,28
809,2001/3/19,11,27.7
810,2001/3/20,0,27.9
811,2001/3/21,19.6,27.5
812,2001/3/22,15.7,27.1
813,2001/3/23,29.7,28
814,2001/3/24,3.8,26.4
815,2001/3/25,26.3,27.2
816,2001/3/26,21.5,26.9
817,2001/3/27,5.5,28.9
818,2001/3/28,12.5,28
819,2001/3/29,0,27.7
820,2001/3/30,41.1,27.5
821,2001/3/31,0.2,26.6
822,2001/4/1,0,27.9
823,2001/4/2,0,29
824,2001/4/3,3.4,28.1
825,2001/4/4,0,28.2
826,2001/4/5,0.3,28
827,2001/4/6,29.5,26.7
828,2001/4/7,0.3,27
829,2001/4/8,0,28.8
830,2001/4/9,0,28.7
831,2001/4/10,21.7,27
832,2001/4/11,3.1,27.3
833,2001/4/12,0.3,27.5
834,2001/4/13,3.3,25.9
835,2001/4/14,0,27.7
836,2001/4/15,0.6,28.5
837,2001/4/16,4.4,27.2
838,2001/4/17,0.3,27.9
839,2001/4/18,68.9,27.4
840,2001/4/19,3.1,27
841,2001/4/20,0,27.3
842,2001/4/21,0,28.6
843,2001/4/22,8.7,28.1
844,2001/4/23,0,27.9
845,2001/4/24,0,28.3
846,2001/4/25,17.3,27
847,2001/4/26,0,27.5
848,2001/4/27,10.6,27.8
849,2001/4/28,26.9,27.8
850,2001/4/29,0,27.6
851,2001/4/30,0.6,28.9
852,2001/5/1,0,28.4
853,2001/5/2,0,28.2
854,2001/5/3,0,29
855,2001/5/4,0.9,28.5
856,2001/5/5,0,29.4
857,2001/5/6,0,29.3
858,2001/5/7,56.1,27.2
859,2001/5/8,34.4,26.9
860,2001/5/9,0.9,28.6
861,2001/5/10,20.2,27.4
862,2001/5/11,0,28.8
863,2001/5/12,1.9,26.9
864,2001/5/13,0,28.3
865,2001/5/14,0.6,28.6
866,2001/5/15,0,29.9
867,2001/5/16,3.5,29.7
868,2001/5/17,0.7,28.5
869,2001/5/18,36.2,27.6
870,2001/5/19,0,28.2
871,2001/5/20,0,29.2
872,2001/5/21,0,30
873,2001/5/22,7.4,28.8
874,2001/5/23,0,28.7
875,2001/5/24,0,29.2
876,2001/5/25,0,29.6
877,2001/5/26,0,29.5
878,2001/5/27,2.1,26.9
879,2001/5/28,0,27.5
880,2001/5/29,0,28.2
881,2001/5/30,0,28.9
882,2001/5/31,0,28.4
883,2001/6/1,0,29.7
884,2001/6/2,0,29.3
885,2001/6/3,33.4,27
886,2001/6/4,0,27.4
